thread_title,thread_url,thread_author,thread_datetime,snippet,doctors,clinics,city
[問題] 衛福部規定玻尿酸不能施打淚溝？,https://www.pttweb.cc/bbs/facelift/M.1638883411.A.94B,,2021-12-07T21:23:00,大家好！ 近期鼓起勇氣想將困擾已久的淚溝問題解決 諮詢了幾家醫美診所，其中一間診所提到目前衛福部規定不能在淚溝施打玻尿酸，但上網查詢並沒有看到相關法規，其他診所也沒有提到淚溝不能施打玻尿酸這件事。 想詢問大家有碰到這樣的情況嗎？,,"諮詢了幾家醫美診所,其中一間診所,其他診所",
[問題] 衛福部規定玻尿酸不能施打淚溝？,https://www.pttweb.cc/bbs/facelift/M.1638883411.A.94B,,2021-12-07T21:23:00,另外想詢問大家有沒有推薦雙北或桃園施打水無痕 淚溝的醫師，已經爬了好多文、看了好多大家推薦的醫師但心裡仍拿不定主意 目前想試試評價還不錯的水無痕～,"淚溝的醫師,多大家推薦的醫師",,桃園
[問題] 衛福部規定玻尿酸不能施打淚溝？,https://www.pttweb.cc/bbs/facelift/M.1638883411.A.94B,,2021-12-07T21:23:00,第一次做醫美，又是淚溝這個非常吃技術的部位，擔心被打壞會出現毛毛蟲，因此想再次問問大家的意見！麻煩了～！ ----- Sent from JPTT on my iPhone,,第一次做醫美,
[問題] 衛福部規定玻尿酸不能施打淚溝？,https://www.pttweb.cc/bbs/facelift/M.1638883411.A.94B,,2021-12-07T21:23:00,", 20 F 間診所打瑞絲朗補淚溝都沒有遇過不行啊 12/08 16:34 , 20 F → kate3299 12/08 16:34,",,", 20 F 間診所打瑞絲朗補淚溝都",
[問題] 衛福部規定玻尿酸不能施打淚溝？,https://www.pttweb.cc/bbs/facelift/M.1638883411.A.94B,,2021-12-07T21:23:00,", 33 F 其實事實應該是，診所醫生不會打淚溝，並且 12/09 20:42 , 33 F → GBoys 12/09 20:42,",診所醫生,3 F 其實事實應該是，診所醫生不會打淚溝，,
[問題] 眼袋手術會建議補淚溝嗎？,https://www.pttweb.cc/bbs/facelift/M.1638465425.A.C09,,2021-12-03T01:17:00,最近諮詢台北某醫美診所，醫生看過後建議做眼袋內開+補淚溝 會比較自然,,最近諮詢台北某醫美診所,台北
[問題] 請問黑眼圈雷射的效果,https://www.pttweb.cc/bbs/facelift/M.1637977000.A.9AC,,2021-11-27T09:36:00,我本身是嚴重黑眼圈人 給幾間診所醫師評估都是說我三種類型都有 而且我一邊是結構型比較嚴重 另一邊是色素+血管比較嚴重 目前已經努力在戒熬夜和醫治過敏 但已生成的黑眼圈還是只能尋求醫美,給幾間診所醫師,"給幾間診所,但已生成的黑眼圈還是只能尋求醫美",
[問題] 請問黑眼圈雷射的效果,https://www.pttweb.cc/bbs/facelift/M.1637977000.A.9AC,,2021-11-27T09:36:00,前幾天剛打了童顏針 （過幾個月長好後再來分享） 臉一澎起來 確實一邊改善很多 另一邊效果不明顯 醫生真的沒有騙我…… 所以正在考慮打黑眼圈雷射,,,
[問題] 請問黑眼圈雷射的效果,https://www.pttweb.cc/bbs/facelift/M.1637977000.A.9AC,,2021-11-27T09:36:00,", 11 F 而異 11/29 11:12 , 11 F → choubinshou 12/10 13:04, , 12 F 我之前打臉部櫻花雷射的時候剩餘發 12/10 13:04 , 12 F → choubinshou 12/10 13:05, , 13 F 數有打黑眼圈，但沒什麼用 12/10 13:05 , 13 F → choubinshou 12/10 13:05, , 14 F 最近想去資訊專門的醫美確認成因 12/10 13:05 , 14 F ‣ 返回看板 [ facelift ] 美容 ‣ 更...",,最近想去資訊專門的醫美,
[分享] 玻尿酸淚溝+蘋果肌效果分享,https://www.pttweb.cc/bbs/facelift/M.1637314829.A.BE1,,2021-11-19T17:40:00,一直以來臉都還很飽滿、臥蠶滿明顯的 但兩年前開始發現臥蠶越來越消 眼下也開始出現黑眼圈跟淚溝 忍無可忍只好告訴32歲的自己 是時候該投靠醫美變年輕了～,,是時候該投靠醫美,
[分享] 玻尿酸淚溝+蘋果肌效果分享,https://www.pttweb.cc/bbs/facelift/M.1637314829.A.BE1,,2021-11-19T17:40:00,這是打了1cc瑞絲朗玻尿酸在蘋果肌跟淚溝的樣子 醫生評估如果想要達到我理想的樣子總共要打2cc 但因為我是第一次打 醫師希望以自然漂亮為目標來幫我改善淚溝跟臥蠶的問題 所以這次先打了1cc 半年後會再回診補另外1cc～ 蠻感謝醫生在開始打玻尿酸之前有看出我緊張的神情XD 讓我麻藥敷久一點 一直安慰我減緩我的緊張 真正下針時手法很溫柔但也很專業快速,蠻感謝醫生,,
[分享] 玻尿酸淚溝+蘋果肌效果分享,https://www.pttweb.cc/bbs/facelift/M.1637314829.A.BE1,,2021-11-19T17:40:00,術後心得： 打完淚溝有填平很多 笑起來臥蠶也變明顯 醫生說因為蘋果肌有支撐的作用 所以填蘋果肌除了讓臉有澎潤的感覺也可以支撐臥蠶 整體的效果我超滿意～ （怕痛的我竟然已經在期待半年後回診補打的效果） 終於懂朋友打完之後的心情 不管做什麼都比之前更有自信的感覺 總之我終於成功踏出我人生醫美的第一步了！,,總之我終於成功踏出我人生醫美,
請問眼袋術後一直嘔吐？,https://www.pttweb.cc/bbs/facelift/M.1637073256.A.FF9,,2021-11-16T22:34:00,大家好，昨天動了第一次醫美手術， 就是眼袋外開手術， 因為局部麻醉，過程非常緊張， 左眼好不容易弄好， 然後等到右眼也快弄好時， 不知道是因為被推眼球還是什麼原因， 突然覺得有點暈伴隨想吐， 術後躺著敷冰枕時有稍微比較好， 可是回到家後就一直噁心嘔吐， 今天也是吃完一點點東西就噁心， 然後就吐了，一整天都無法進食， 有打去診所問說通常不會這樣， 請我持續冰敷， 但是我今天真的吐的超不舒服， 連水喝了也想吐， 想請問大家有這樣嗎？ 因為診所離家裡很遠， 也不知道該怎麼辦...,,"昨天動了第一次醫美,有打去診所,因為診所",
[分享] 第一次醫美手術-眼袋轉移淚溝+割雙眼皮,https://www.pttweb.cc/bbs/facelift/M.1637063900.A.789,,2021-11-16T19:58:00,[分享] 第一次醫美手術-眼袋轉移淚溝+割雙眼皮 - 看板facelift - PTT網頁版,,第一次醫美,
[分享] 第一次醫美手術-眼袋轉移淚溝+割雙眼皮,https://www.pttweb.cc/bbs/facelift/M.1637063900.A.789,,2021-11-16T19:58:00,"[分享] 第一次醫美手術-眼袋轉移淚溝+割雙眼皮 ＋收藏 分享 看板 facelift 作者 Kayla (Kayla) 時間 4年前 發表 (2021/11/16 19:58) , 編輯 推噓 3 ( 3 推 0 噓 2 → ) 留言 5則, 4人 參與 , 4年前 最新 討論串 1/1",,第一次醫美,
[分享] 第一次醫美手術-眼袋轉移淚溝+割雙眼皮,https://www.pttweb.cc/bbs/facelift/M.1637063900.A.789,,2021-11-16T19:58:00,第一間是在台中大墩路上的連鎖醫美淨Ｘ 他們眼袋手術收費印象中是2萬多，價格算是親民 但手術時間要配合醫師來台中的時間，若手術有問題需要回診 也還是需要等醫師下來台中的時間，否則都是護士先代為處理 這點就讓我卻步了，感覺見到醫師好難,"術時間要配合醫師,也還是需要等醫師,感覺見到醫師",第一間是在台中大墩路上的連鎖醫美,台中
[分享] 第一次醫美手術-眼袋轉移淚溝+割雙眼皮,https://www.pttweb.cc/bbs/facelift/M.1637063900.A.789,,2021-11-16T19:58:00,第三間我諮詢了我朋友推薦我的黎明路上的美Ｘ線 這間就補足了前面兩間的缺點，醫師每天都在 也有親自來幫我諮詢，但是價格比前面兩間還貴...眼袋手術3萬5 加轉移再加1萬，然後他們又建議我做舒眠麻醉，加一加要5萬5 於是我就又在諮詢了第4間...,,,
[問題] 關於外開眼袋的推薦以及費用已刪文,https://www.pttweb.cc/bbs/facelift/M.1636791142.A.B3F,,2021-11-13T16:12:00,因為外開眼袋的資訊很少，我媽65歲以上眼袋非常嚴重，想幫我媽詢問一下目前外開眼袋 推薦醫師以及大概的價位，謝謝,推薦醫師,,
[問題] 要怎麼處理淚溝,https://www.pttweb.cc/bbs/facelift/M.1636615540.A.B3A,,2021-11-11T15:25:00,所以比較傾向以眼袋脂肪回推的方式解決，但是前幾天去諮詢了兩家醫師都說我的眼袋脂 肪不夠回推（其中一家還叫我十年後再來弄眼袋）一定要再靠自體補，所以又打退堂鼓,去諮詢了兩家醫師,,
[問題] 要怎麼處理淚溝,https://www.pttweb.cc/bbs/facelift/M.1636615540.A.B3A,,2021-11-11T15:25:00,", 11 F 找""有能力""用舒顏萃打淚溝的醫師 11/11 22:26 , 11 F → cvj 11/11 22:27,",顏萃打淚溝的醫師,,
[問題] 高雄眼袋醫生選擇,https://www.pttweb.cc/bbs/facelift/M.1636565971.A.2A4,,2021-11-11T01:39:00,[問題] 高雄眼袋醫生選擇 - 看板facelift - PTT網頁版,高雄眼袋醫生,,高雄
[問題] 高雄眼袋醫生選擇,https://www.pttweb.cc/bbs/facelift/M.1636565971.A.2A4,,2021-11-11T01:39:00,"[問題] 高雄眼袋醫生選擇 ＋收藏 分享 看板 facelift 作者 PPOI (千山萬水) 時間 4年前 發表 (2021/11/11 01:39) , 編輯 推噓 2 ( 2 推 0 噓 0 → ) 留言 2則, 2人 參與 , 4年前 最新 討論串 1/1",高雄眼袋醫生,,高雄
[問題] 高雄眼袋醫生選擇,https://www.pttweb.cc/bbs/facelift/M.1636565971.A.2A4,,2021-11-11T01:39:00,有感於年紀增長眼袋愈來愈明顯，想要趁過年前處理一下 目前想找黃昱豪、姚勝發、賴雅薇、賴昕隄這四位醫生諮詢，,賴昕隄這四位醫生,,
[問題] 高雄眼袋醫生選擇,https://www.pttweb.cc/bbs/facelift/M.1636565971.A.2A4,,2021-11-11T01:39:00,後面兩位是女醫生(姐妹)，感覺會比較親切； 賴雅薇版上比較多分享在胸部方面，眼袋雖然有人推，不過網路查不到分享文； 賴昕隄是交通對我來說比較方便(博田醫院離捷運站很近)， 而且醫生很漂亮，看起來美感可能會不錯?(她的眼睛是我喜歡的樣子),"後面兩位是女醫生,而且醫生",博田醫院,
[問題] 高雄眼袋醫生選擇,https://www.pttweb.cc/bbs/facelift/M.1636565971.A.2A4,,2021-11-11T01:39:00,另外想問如果上述醫生要選作外開眼袋的話，有比較推薦哪一位嗎？ 分享文多是內開眼袋，但是先線上初步問了某間， 她說可能要外開(但還是以醫生現場說法為主),"想問如果上述醫生,但還是以醫生",,
[問題] 高雄眼袋醫生選擇,https://www.pttweb.cc/bbs/facelift/M.1636565971.A.2A4,,2021-11-11T01:39:00,", 1 F 黃醫師臉部的眼袋跟補脂做的很精緻 11/11 16:41 , 1 F 推 okok1876 11/11 17:00,",,,
[問題] 求解，眼袋復發？,https://www.pttweb.cc/bbs/facelift/M.1636254053.A.25B,,2021-11-07T11:00:00,我跟醫生說2014年有做過內開眼袋手術,我跟醫生,,
[問題] 求解，眼袋復發？,https://www.pttweb.cc/bbs/facelift/M.1636254053.A.25B,,2021-11-07T11:00:00,當時醫生是說抽完眼袋要注意未來可能會有淚溝的風險,當時醫生,,
[問題] 求解，眼袋復發？,https://www.pttweb.cc/bbs/facelift/M.1636254053.A.25B,,2021-11-07T11:00:00,維格醫生建議我還是要再做一次抽眼袋的手術比較能根治,維格醫生,,
[分享] 台北眼袋內開+自體脂肪補脂分享,https://www.pttweb.cc/bbs/facelift/M.1635859153.A.A6D,,2021-11-02T21:19:00,（↑更別說是內建相機） 後來在家庭聚會上聽到親戚分享眼袋手術的心得 本人真的變超有精神 當下感覺就是天時地利人和 我馬上二話不說打電話預約 本來想說這間診所蠻有名的也很多人預約都要用搶的 會不會接起電話的是個對答冷冰冰的人 結果對方人超好！ 盡力幫我排預約時間之外還關心我這樣上班會不會遲到 讓我從預約就有很放心的感覺 去到現場後醫生也很仔細地跟我解說我的狀況 我當天就直接付錢預約手術時間了～ 人生第一次動手術 我其實本來心裡一直有點忐忑 結果真的就像醫生說的 睡一覺就好了！ 回家前診所會給一張小單子 上面列滿術後的...,"去到現場後醫生,結果真的就像醫生","本來想說這間診所,回家前診所",
[分享] 台北眼袋內開+自體脂肪補脂分享,https://www.pttweb.cc/bbs/facelift/M.1635859153.A.A6D,,2021-11-02T21:19:00,（↑從此都驕傲的用內建相機拍照了！） 每次照鏡子都還是覺得很感動 居然真的有可以脫離眼袋的這一天 真心覺得動眼袋手術很值得 也很感激自己遇到了如此令人放心的醫生跟診所 手術資訊如下 診所：如一整形外科診所（原為台北新聖） 醫師：蕭奕君醫師,"此令人放心的醫生,蕭奕君醫師","也很感激自己遇到了如此令人放心的醫生跟診所,如一整形外科診所",台北
[問題] 有人讓林子宇醫師做過眼袋嗎,https://www.pttweb.cc/bbs/facelift/M.1635771929.A.A90,,2021-11-01T21:05:00,[問題] 有人讓林子宇醫師做過眼袋嗎 - 看板facelift - PTT網頁版,有人讓林子宇醫師,,
[問題] 有人讓林子宇醫師做過眼袋嗎,https://www.pttweb.cc/bbs/facelift/M.1635771929.A.A90,,2021-11-01T21:05:00,"[問題] 有人讓林子宇醫師做過眼袋嗎 ＋收藏 分享 看板 facelift 作者 cute794 (安安你是安安?) 時間 4年前 發表 (2021/11/01 21:05) , 4年前 編輯 推噓 5 ( 5 推 0 噓 2 → ) 留言 7則, 5人 參與 , 最新 討論串 1/1",有人讓林子宇醫師,,
[討論] 求推薦高雄或台南眼袋醫美,https://www.pttweb.cc/bbs/facelift/M.1635753712.A.7F2,,2021-11-01T16:01:00,[討論] 求推薦高雄或台南眼袋醫美 - 看板facelift - PTT網頁版,,求推薦高雄或台南眼袋醫美,高雄
[討論] 求推薦高雄或台南眼袋醫美,https://www.pttweb.cc/bbs/facelift/M.1635753712.A.7F2,,2021-11-01T16:01:00,"[討論] 求推薦高雄或台南眼袋醫美 ＋收藏 分享 看板 facelift 作者 dudi418 (秋天別來) 時間 4年前 發表 (2021/11/01 16:01) , 4年前 編輯 推噓 14 ( 14 推 0 噓 39 → ) 留言 53則, 16人 參與 , 最新 討論串 1/1",,求推薦高雄或台南眼袋醫美,高雄
[討論] 求推薦高雄或台南眼袋醫美,https://www.pttweb.cc/bbs/facelift/M.1635753712.A.7F2,,2021-11-01T16:01:00,想問去過做眼袋的朋友復原期快嗎？會不會留疤？ 另外就是想問說高雄台南有沒有推薦的眼袋醫美,,另外就是想問說高雄台南有沒有推薦的眼袋醫美,高雄
[討論] 求推薦高雄或台南眼袋醫美,https://www.pttweb.cc/bbs/facelift/M.1635753712.A.7F2,,2021-11-01T16:01:00,", 18 F 本來只是做眼袋內開 結果醫生還幫我補蘋 11/02 18:39 , 18 F → rapmon 11/02 18:39,",結果醫生,,
[討論] 求推薦高雄或台南眼袋醫美,https://www.pttweb.cc/bbs/facelift/M.1635753712.A.7F2,,2021-11-01T16:01:00,", 29 F 4月在台南凡登找周醫生做的，內開無疤 11/05 12:43 , 29 F 推 djashin2002 11/05 15:45,",台南凡登找周醫生,,台南
[討論] 求推薦高雄或台南眼袋醫美,https://www.pttweb.cc/bbs/facelift/M.1635753712.A.7F2,,2021-11-01T16:01:00,", 32 F 師，人很親切又專業 11/05 15:45 , 32 F 推 seba2510 11/17 14:03, , 33 F 推君綺陳建璋醫生。我是淚溝型眼袋，每 11/17 14:03 , 33 F → seba2510 11/17 14:03, , 34 F 次都被人家說像吸毒犯XD做完淚溝眼袋手 11/17 14:03 , 34 F → seba2510 11/17 14:03, , 35 F 術後，真的看起來有精神多了。建議原PO 11/17 14:03 , 35 F → seba2510 11/1...","推君綺陳建璋醫生,達文西院長,達文西江院長,眼袋厲害的醫師",,台南
[問題] 脂肪填淚溝出現毛毛蟲有救嗎？已刪文,https://www.pttweb.cc/bbs/facelift/M.1635693996.A.5FB,,2021-10-31T23:26:00,", 7 F 成大眼袋+毛毛蟲，非常慘，原本的醫生把 11/01 03:26 , 7 F → greffier 11/01 03:26,",原本的醫生,,
[問題] 脂肪填淚溝出現毛毛蟲有救嗎？已刪文,https://www.pttweb.cc/bbs/facelift/M.1635693996.A.5FB,,2021-10-31T23:26:00,", 12 F 我有處理過，找原醫生用外切眼袋方式推平 11/01 11:22 , 12 F → milk0611 11/01 17:55,",找原醫生,,
[討論] 眼袋手術 脂肪回填風險,https://www.pttweb.cc/bbs/facelift/M.1635514127.A.524,,2021-10-29T21:28:00,目前有考慮101晶x 楊醫師 及巨x 林醫師 想跟大家討論討論，眼袋手術真的很值得做嗎?,,,
[討論] 眼袋手術 脂肪回填風險,https://www.pttweb.cc/bbs/facelift/M.1635514127.A.524,,2021-10-29T21:28:00,", 37 F 凸＋1, 補脂反而造成類貓咪紋 11/04 22:09 , 37 F → legalhi 11/18 07:01, , 38 F 看完推文分享 覺得原po還是先緩緩吧 11/18 07:01 , 38 F 推 h233332000 11/18 22:08, , 39 F 不管是哪一個手術都會有風險吧！我蠻 11/18 22:08 , 39 F → h233332000 11/18 22:08, , 40 F 推找君綺陳振坤眼袋補脂，他做過很多 11/18 22:08 , 40 F → h2333320...","才放心交給陳醫生,首爾醫美給李醫生","6家醫美診所,的首爾醫美",新竹
[討論] 台中眼袋內開+補脂,https://www.pttweb.cc/bbs/facelift/M.1635393191.A.B9F,,2021-10-28T11:53:00,大家好， 近期預計要做眼袋內開的打算。 在本版有看到一位女生給台中玉X人的李醫師做，成果很漂亮。,中玉X人的李醫師,,台中
[討論] 台中眼袋內開+補脂,https://www.pttweb.cc/bbs/facelift/M.1635393191.A.B9F,,2021-10-28T11:53:00,但是其他相關的資訊好少 想求其他給李醫師做過眼袋內開+補淚溝+補蘋果肌的心得。 謝謝！,想求其他給李醫師,,
[問題] 台中眼袋推薦？已刪文,https://www.pttweb.cc/bbs/facelift/M.1634683584.A.46F,,2021-10-20T06:46:00,爬一下文，最近的分享文章已經是去年初的 不知道今年有沒有人做過眼袋手術 台中可以推薦我診所醫師及手術費用約多少嗎？ 謝謝大家,以推薦我診所醫師,台中可以推薦我診所,台中
